Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
39	39	0	0.59269013	293.2	293.2	293.2	293.2	1.30995659e-09	0	0	0	0	0	3
40	40	0	0.607887312	293.2	293.2	293.2	293.2	9.60142188e-10	0	0	0	0	0	3
41	40	0	0.623084495	293.2	293.2	293.2	293.2	2.95528935e-10	0	0	0	0	0	3
42	41	0	0.638281678	293.2	293.2	293.2	293.2	1.06126663e-10	0	0	0	0	0	3
43	42	0	0.653478861	293.2	293.2	293.2	293.2	1.09196208e-10	0	0	0	0	0	3
44	42	0	0.668676044	293.2	293.2	293.2	293.2	1.09253051e-10	0	0	0	0	0	3
45	43	0	0.683873226	293.2	293.2	293.2	293.2	1.08457243e-10	0	0	0	0	0	3
46	44	0	0.699070409	293.2	293.2	293.2	293.2	1.07604592e-10	0	0	0	0	0	3
47	45	0	0.714267592	293.2	293.2	293.2	293.2	1.07377218e-10	0	0	0	0	0	3
48	46	0	0.729464775	293.2	293.2	293.2	293.2	1.06354037e-10	0	0	0	0	0	3
49	47	0	0.744661958	293.2	293.2	293.2	293.2	1.05501385e-10	0	0	0	0	0	3
50	48	0	0.759859141	293.2	293.2	293.2	293.2	1.02261311e-10	0	0	0	0	0	3
51	49	0	0.775056323	293.2	293.2	293.2	293.2	1.03739239e-10	0	0	0	0	0	3
52	49	0	0.790253506	293.2	293.2	293.2	293.2	1.02772901e-10	0	0	0	0	0	3
53	50	0	0.805450689	293.2	293.2	293.2	293.2	1.02204467e-10	0	0	0	0	0	3
54	51	0	0.820647872	293.2	293.2	293.2	293.2	9.93054527e-11	0	0	0	0	0	3
55	52	0	0.835845055	293.2	293.2	293.2	293.2	1.00442321e-10	0	0	0	0	0	3
56	52	0	0.851042237	293.2	293.2	293.2	293.2	9.99875738e-11	0	0	0	0	0	3
57	53	0	0.86623942	293.2	293.2	293.2	293.2	9.9475983e-11	0	0	0	0	0	3
58	54	0	0.881436603	293.2	293.2	293.2	293.2	9.89075488e-11	0	0	0	0	0	3
59	55	0	0.896633786	293.2	293.2	293.2	293.2	9.83391146e-11	0	0	0	0	0	3
60	55	0	0.911830969	293.2	293.2	293.2	293.2	9.74864633e-11	0	0	0	0	0	3
61	56	0	0.927028151	293.2	293.2	293.2	293.2	9.70885594e-11	0	0	0	0	0	3
62	57	0	0.942225334	293.2	293.2	293.2	293.2	9.6349595e-11	0	0	0	0	0	3
63	57	0	0.957422517	293.2	293.2	293.2	293.2	9.58948476e-11	0	0	0	0	0	3
64	58	0	0.9726197	293.2	293.2	293.2	293.2	9.54969437e-11	0	0	0	0	0	3
65	59	0	0.987816883	293.2	293.2	293.2	293.2	9.46442924e-11	0	0	0	0	0	3
66	59	0	1.00301407	293.2	293.2	293.2	293.2	9.24273991e-11	2.932e-06	0	100	0	0	3
