Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
64	27	0	1.42922551	0	0	0	0	0	5e-06	0	100	0	0	3
65	27	0	1.45155716	0	0	0	0	0	5e-06	0	100	0	0	3
66	28	0	1.47388881	0	0	0	0	0	5e-06	0	100	0	0	3
67	28	0	1.49622046	0	0	0	0	0	5e-06	0	100	0	0	3
68	28	0	1.51855211	0	0	0	0	0	5e-06	0	100	0	0	3
69	29	0	1.54088376	0	0	0	0	0	5e-06	0	100	0	0	3
70	29	0	1.56321541	0	0	0	0	0	5e-06	0	100	0	0	3
71	30	0	1.58554705	0	0	0	0	0	5e-06	0	100	0	0	3
72	30	0	1.6078787	0	0	0	0	0	5e-06	0	100	0	0	3
73	30	0	1.63021035	0	0	0	0	0	5e-06	0	100	0	0	3
74	31	0	1.652542	0	0	0	0	0	5e-06	0	100	0	0	3
75	31	0	1.67487365	0	0	0	0	0	5e-06	0	100	0	0	3
76	32	0	1.6972053	0	0	0	0	0	5e-06	0	100	0	0	3
77	32	0	1.71953695	0	0	0	0	0	5e-06	0	100	0	0	3
78	32	0	1.74186859	0	0	0	0	0	5e-06	0	100	0	0	3
