Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0223316486	1.9823499e-05	1.9823499e-05	1.9823499e-05	1.9823499e-05	0	0	0	0	0	0	3
2	5	0	0.0446632973	1.3465393e-07	9.97907648e-06	1.3465393e-07	1.9823499e-05	9.84442255e-06	0	0	0	0	0	3
3	5	0	0.0669949459	-1.05323047e-07	6.61760997e-06	-1.05323047e-07	1.9823499e-05	1.32058891e-05	0	0	0	0	0	3
4	5	0	0.0893265946	-2.39696169e-08	4.95721508e-06	-1.05323047e-07	1.9823499e-05	1.4866284e-05	0	0	0	0	0	3
5	5	0	0.111658243	-2.6327085e-10	3.96571941e-06	-1.05323047e-07	1.9823499e-05	1.58577796e-05	0	0	0	0	0	3
6	6	0	0.133989892	6.12631441e-09	3.30578722e-06	-1.05323047e-07	1.9823499e-05	1.65177118e-05	0	0	0	0	0	3
7	6	0	0.156321541	9.4767164e-09	2.83488572e-06	-1.05323047e-07	1.9823499e-05	1.69886133e-05	0	0	0	0	0	3
8	6	0	0.178653189	2.87076132e-08	2.48411346e-06	-1.05323047e-07	1.9823499e-05	1.73393856e-05	0	0	0	0	0	3
9	7	0	0.200984838	2.93626124e-08	2.21136337e-06	-1.05323047e-07	1.9823499e-05	1.76121357e-05	0	0	0	0	0	3
10	7	0	0.223316486	3.89815511e-08	1.99412518e-06	-1.05323047e-07	1.9823499e-05	1.78293739e-05	0	0	0	0	0	3
11	7	0	0.245648135	2.78032401e-08	1.81536864e-06	-1.05323047e-07	1.9823499e-05	1.80081304e-05	0	0	0	0	0	3
12	8	0	0.267979784	5.6321482e-08	1.66878138e-06	-1.05323047e-07	1.9823499e-05	1.81547177e-05	0	0	0	0	0	3
13	8	0	0.290311432	3.06894526e-08	1.54277431e-06	-1.05323047e-07	1.9823499e-05	1.82807247e-05	0	0	0	0	0	3
14	8	0	0.312643081	3.02493767e-08	1.43473681e-06	-1.05323047e-07	1.9823499e-05	1.83887622e-05	0	0	0	0	0	3
15	9	0	0.33497473	7.38505217e-08	1.34401106e-06	-1.05323047e-07	1.9823499e-05	1.8479488e-05	0	0	0	0	0	3
16	9	0	0.357306378	1.7369439e-08	1.26109596e-06	-1.05323047e-07	1.9823499e-05	1.85624031e-05	0	0	0	0	0	3
17	10	0	0.379638027	4.48320667e-08	1.18955102e-06	-1.05323047e-07	1.9823499e-05	1.8633948e-05	0	0	0	0	0	3
18	10	0	0.401969676	7.90468311e-08	1.12785635e-06	-1.05323047e-07	1.9823499e-05	1.86956427e-05	0	0	0	0	0	3
19	10	0	0.424301324	1.25476375e-07	1.07509951e-06	-1.05323047e-07	1.9823499e-05	1.87483995e-05	0	0	0	0	0	3
20	10	0	0.446632973	3.30389966e-09	1.02150973e-06	-1.05323047e-07	1.9823499e-05	1.88019893e-05	0	0	0	0	0	3
21	11	0	0.468964622	5.32128355e-08	9.75400351e-07	-1.05323047e-07	1.9823499e-05	1.88480987e-05	0	0	0	0	0	3
22	11	0	0.49129627	1.68422098e-07	9.38719521e-07	-1.05323047e-07	1.9823499e-05	1.88847795e-05	0	0	0	0	0	3
23	12	0	0.513627919	5.74677348e-08	9.00404226e-07	-1.05323047e-07	1.9823499e-05	1.89230948e-05	0	0	0	0	0	3
