Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0223316486	293.199981	293.199981	293.199981	293.199981	0	0	0	0	0	0	3
2	5	0	0.0446632973	293.199981	293.199981	293.199981	293.199981	1.53961537e-08	0	0	0	0	0	3
3	5	0	0.0669949459	293.199983	293.199981	293.199981	293.199983	7.22883158e-07	0	0	0	0	0	3
4	5	0	0.0893265946	293.199985	293.199982	293.199981	293.199985	1.69421116e-06	0	0	0	0	0	3
5	5	0	0.111658243	293.199988	293.199983	293.199981	293.199988	2.77625918e-06	0	0	0	0	0	3
6	6	0	0.133989892	293.199992	293.199985	293.199981	293.199992	4.23614813e-06	0	0	0	0	0	3
7	6	0	0.156321541	293.199998	293.199987	293.199981	293.199998	6.06850472e-06	0	0	0	0	0	3
8	6	0	0.178653189	293.200003	293.199989	293.199981	293.200003	8.15171143e-06	0	0	0	0	0	3
9	7	0	0.200984838	293.200008	293.199991	293.199981	293.200008	1.03499025e-05	0	0	0	0	0	3
10	7	0	0.223316486	293.200014	293.199993	293.199981	293.200014	1.26260989e-05	0	0	0	0	0	3
11	7	0	0.245648135	293.200021	293.199996	293.199981	293.200021	1.51471908e-05	0	0	0	0	0	3
12	8	0	0.267979784	293.200027	293.199998	293.199981	293.200027	1.7795054e-05	0	0	0	0	0	3
13	8	0	0.290311432	293.200033	293.200001	293.199981	293.200033	2.0484321e-05	0	0	0	0	0	3
14	8	0	0.312643081	293.200038	293.200004	293.199981	293.200038	2.31590354e-05	0	0	0	0	0	3
15	9	0	0.33497473	293.200043	293.200006	293.199981	293.200043	2.57783902e-05	0	0	0	0	0	3
16	9	0	0.357306378	293.20005	293.200009	293.199981	293.20005	2.85013813e-05	0	0	0	0	0	3
17	10	0	0.379638027	293.200056	293.200012	293.199981	293.200056	3.12884421e-05	0	0	0	0	0	3
18	10	0	0.401969676	293.200062	293.200015	293.199981	293.200062	3.40904465e-05	0	0	0	0	0	3
19	10	0	0.424301324	293.200068	293.200017	293.199981	293.200068	3.68980548e-05	0	0	0	0	0	3
20	10	0	0.446632973	293.200073	293.20002	293.199981	293.200073	3.96968521e-05	0	0	0	0	0	3
21	11	0	0.468964622	293.200082	293.200023	293.199981	293.200082	4.26421288e-05	0	0	0	0	0	3
22	11	0	0.49129627	293.200091	293.200026	293.199981	293.200091	4.57310433e-05	0	0	0	0	0	3
23	12	0	0.513627919	293.2001	293.200029	293.199981	293.2001	4.89399935e-05	0	0	0	0	0	3
24	12	0	0.535959568	293.200109	293.200035	293.199981	293.200109	5.45417422e-05	0	0	0	0	0	3
25	12	0	0.558291216	293.200119	293.200041	293.199983	293.200119	5.98557412e-05	0	0	0	0	0	3
26	13	0	0.580622865	293.200137	293.200048	293.199985	293.200137	6.56056768e-05	0	0	0	0	0	3
27	13	0	0.602954514	293.200157	293.200055	293.199988	293.200157	7.19991231e-05	0	0	0	0	0	3
28	13	0	0.625286162	293.200179	293.200064	293.199992	293.200179	7.88724835e-05	0	0	0	0	0	3
29	14	0	0.647617811	293.200203	293.200073	293.199998	293.200203	8.62136725e-05	0	0	0	0	0	3
30	14	0	0.669949459	293.200229	293.200083	293.200003	293.200229	9.41839918e-05	0	0	0	0	0	3
31	14	0	0.692281108	293.20027	293.200094	293.200008	293.20027	0.00010356396	0	0	0	0	0	3
32	15	0	0.714612757	293.200311	293.200108	293.200014	293.200311	0.00011444823	0	0	0	0	0	3
33	15	0	0.736944405	293.200353	293.200122	293.200021	293.200353	0.000126702925	0	0	0	0	0	3
34	15	0	0.759276054	293.200396	293.200139	293.200027	293.200396	0.000140368544	0	0	0	0	0	3
35	16	0	0.781607703	293.200439	293.200157	293.200033	293.200439	0.00015556312	0	0	0	0	0	3
36	16	0	0.803939351	293.200505	293.200177	293.200038	293.200505	0.00017340759	0	0	0	0	0	3
37	16	0	0.826271	293.20057	293.2002	293.200043	293.20057	0.000193889949	0	0	0	0	0	3
38	17	0	0.848602649	293.200632	293.200226	293.20005	293.200632	0.000216755241	0	0	0	0	0	3
39	17	0	0.870934297	293.20069	293.200254	293.200056	293.20069	0.000241788754	0	0	0	0	0	3
40	17	0	0.893265946	293.200744	293.200283	293.200062	293.200744	0.000268877447	0	0	0	0	0	3
41	18	0	0.915597595	293.200818	293.200316	293.200068	293.200818	0.000298921368	0	0	0	0	0	3
42	18	0	0.937929243	293.200886	293.200352	293.200073	293.200886	0.000331692701	0	0	0	0	0	3
43	18	0	0.960260892	293.200945	293.20039	293.200082	293.200945	0.000366644983	0	0	0	0	0	3
44	18	0	0.982592541	293.200997	293.20043	293.200091	293.200997	0.000403350221	0	0	0	0	0	3
45	19	0	1.00492419	293.201045	293.200471	293.2001	293.201045	0.000441633008	8.00370416e-05	0	18.1	0	0	3
46	19	0	1.02725584	293.201087	293.200514	293.200109	293.201087	0.000478925196	8.31390847e-05	0	17.3	0	0	3
47	20	0	1.04958749	293.201123	293.200558	293.200119	293.201123	0.000516966615	8.45157549e-05	0	16.3	0	0	3
48	20	0	1.07191914	293.201153	293.200603	293.200137	293.201153	0.000555186366	8.56619955e-05	0	15.4	0	0	3
49	20	0	1.09425078	293.20118	293.200648	293.200157	293.20118	0.000593028267	8.66885943e-05	0	14.6	0	0	3
50	21	0	1.11658243	293.201201	293.200694	293.200179	293.201201	0.000630088343	8.75621524e-05	0	13.8	0	0	3
51	21	0	1.13891408	293.20122	293.200739	293.200203	293.20122	0.000666159295	8.83111463e-05	0	13.2	0	0	3
52	22	0	1.16124573	293.201235	293.200784	293.200229	293.201235	0.000700984158	8.89501366e-05	0	12.6	0	0	3
53	22	0	1.18357738	293.201249	293.200828	293.20027	293.201249	0.000733749796	8.95072301e-05	0	12.1	0	0	3
54	23	0	1.20590903	293.20126	293.200871	293.200311	293.20126	0.000763666089	8.9994246e-05	0	11.7	0	0	3
55	23	0	1.22824068	293.201269	293.200913	293.200353	293.201269	0.000790532704	9.03940852e-05	0	11.4	0	0	3
56	23	0	1.25057232	293.201277	293.200953	293.200396	293.201277	0.000814359734	9.07295919e-05	0	11.1	0	0	3
57	24	0	1.27290397	293.201282	293.200992	293.200439	293.201282	0.000835008766	9.10079485e-05	0	10.8	0	0	3
58	24	0	1.29523562	293.201287	293.201028	293.200505	293.201287	0.000781755605	9.12403134e-05	0	11.6	0	0	3
59	24	0	1.31756727	293.20129	293.201063	293.20057	293.20129	0.000719743454	9.14289493e-05	0	12.7	0	0	3
60	25	0	1.33989892	293.201291	293.201094	293.200632	293.201291	0.000659707856	9.15662132e-05	0	13.8	0	0	3
61	25	0	1.36223057	293.201293	293.201123	293.20069	293.201293	0.000603359963	9.16644624e-05	0	15.1	0	0	3
62	26	0	1.38456222	293.201295	293.201149	293.200744	293.201295	0.000551160917	9.17339013e-05	0	16.6	0	0	3
63	26	0	1.40689386	293.201297	293.201173	293.200818	293.201297	0.000478886058	9.17787084e-05	0	19.1	0	0	3
64	27	0	1.42922551	293.201298	293.201194	293.200886	293.201298	0.000412169761	9.18032728e-05	0	22.2	0	0	3
65	27	0	1.45155716	293.201298	293.201212	293.200945	293.201298	0.000353267029	9.17929721e-05	0	25.9	0	0	3
66	28	0	1.47388881	293.2013	293.201227	293.200997	293.2013	0.000302629807	9.17571407e-05	0	30.3	0	0	3
67	28	0	1.49622046	293.201302	293.201241	293.201045	293.201302	0.000256442539	9.17004982e-05	0	35.7	0	0	3
68	28	0	1.51855211	293.201302	293.201252	293.201087	293.201302	0.000215719342	9.16197935e-05	0	42.4	0	0	3
69	29	0	1.54088376	293.201304	293.201261	293.201123	293.201304	0.000181063378	9.15204777e-05	0	50.5	0	0	3
70	29	0	1.56321541	293.201306	293.201269	293.201153	293.201306	0.000152622159	9.13792614e-05	0	59.8	0	0	3
