Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
45	21	0	1.00744371	3.68515444e-16	-3.12900157e-16	-6.50285293e-15	1.92141246e-15	1.65306596e-15	1e-08	0	0	0	0	3
46	22	0	1.02983135	-1.14553748e-16	-3.80772231e-16	-6.50285293e-15	1.92141246e-15	1.65306596e-15	1e-08	0	0	0	0	3
47	22	0	1.05221898	3.44169434e-16	-4.11264683e-16	-6.50285293e-15	1.92141246e-15	1.37637219e-15	1e-08	0	0	0	0	3
48	23	0	1.07460662	-1.74129024e-16	-1.36102775e-16	-3.0732748e-15	1.92141246e-15	9.58141082e-16	1e-08	0	0	0	0	3
49	23	0	1.09699426	2.26645443e-16	-1.43642707e-16	-3.0732748e-15	1.92141246e-15	5.36474366e-16	1e-08	0	0	0	0	3
50	24	0	1.1193819	9.6732718e-17	-7.90408699e-17	-3.0732748e-15	1.92141246e-15	5.9353627e-16	1e-08	0	0	0	0	3
51	25	0	1.14176954	1.50537246e-16	-4.66920503e-17	-3.0732748e-15	1.92141246e-15	6.2588509e-16	1e-08	0	0	0	0	3
52	25	0	1.16415717	-8.22201339e-17	-1.33806511e-16	-3.0732748e-15	1.52665196e-15	6.2588509e-16	1e-08	0	0	0	0	3
53	25	0	1.18654481	2.98798445e-17	-1.16729838e-16	-3.0732748e-15	1.52665196e-15	6.2588509e-16	1e-08	0	0	0	0	3
54	26	0	1.20893245	-1.54309346e-16	-1.89815112e-16	-3.0732748e-15	9.08048449e-16	6.2588509e-16	1e-08	0	0	0	0	3
