Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	10	0	0.0155686651	293.199944	293.199944	293.199944	293.199944	0	0	0	0	0	0	3
2	11	0	0.0311373302	293.199946	293.199945	293.199944	293.199946	9.94668824e-07	0	0	0	0	0	3
3	12	0	0.0467059953	293.199946	293.199945	293.199944	293.199946	1.13557451e-06	0	0	0	0	0	3
4	13	0	0.0622746604	293.199947	293.199946	293.199944	293.199947	1.65690591e-06	0	0	0	0	0	3
5	14	0	0.0778433256	293.199948	293.199946	293.199944	293.199948	2.18726001e-06	0	0	0	0	0	3
6	15	0	0.0934119907	293.199953	293.199947	293.199944	293.199953	3.2757905e-06	0	0	0	0	0	3
7	16	0	0.108980656	293.199958	293.199949	293.199944	293.199958	4.77412527e-06	0	0	0	0	0	3
8	17	0	0.124549321	293.199966	293.199951	293.199944	293.199966	6.89364953e-06	0	0	0	0	0	3
9	18	0	0.140117986	293.199977	293.199954	293.199944	293.199977	9.83199851e-06	0	0	0	0	0	3
10	19	0	0.155686651	293.199989	293.199957	293.199944	293.199989	1.33165916e-05	0	0	0	0	0	3
11	20	0	0.171255316	293.200008	293.199962	293.199944	293.200008	1.78907364e-05	0	0	0	0	0	3
12	21	0	0.186823981	293.200027	293.199967	293.199944	293.200027	2.3307282e-05	0	0	0	0	0	3
13	22	0	0.202392646	293.200049	293.199974	293.199944	293.200049	2.95452579e-05	0	0	0	0	0	3
14	23	0	0.217961312	293.200073	293.199981	293.199944	293.200073	3.66403885e-05	0	0	0	0	0	3
15	23	0	0.233529977	293.200102	293.199989	293.199944	293.200102	4.4691426e-05	0	0	0	0	0	3
16	24	0	0.249098642	293.200162	293.2	293.199944	293.200162	5.55315361e-05	0	0	0	0	0	3
17	25	0	0.264667307	293.200239	293.200014	293.199944	293.200239	6.95986499e-05	0	0	0	0	0	3
18	26	0	0.280235972	293.200329	293.200031	293.199944	293.200329	8.71038089e-05	0	0	0	0	0	3
19	27	0	0.295804637	293.200434	293.200052	293.199944	293.200434	0.000108282889	0	0	0	0	0	3
20	28	0	0.311373302	293.20055	293.200077	293.199944	293.20055	0.000133162274	0	0	0	0	0	3
21	29	0	0.326941967	293.200752	293.200109	293.199944	293.200752	0.000165276577	0	0	0	0	0	3
22	30	0	0.342510632	293.200934	293.200147	293.199944	293.200934	0.000202767748	0	0	0	0	0	3
23	31	0	0.358079298	293.201061	293.200187	293.199944	293.201061	0.000242512881	0	0	0	0	0	3
24	33	0	0.373647963	293.201104	293.200225	293.199944	293.201104	0.00028072053	0	0	0	0	0	3
25	33	0	0.389216628	293.201058	293.200258	293.199944	293.201104	0.000314030361	0	0	0	0	0	3
26	35	0	0.404785293	293.200859	293.200281	293.199944	293.201104	0.000337143282	0	0	0	0	0	3
27	36	0	0.420353958	293.200662	293.200295	293.199944	293.201104	0.000351231229	0	0	0	0	0	3
28	37	0	0.435922623	293.200525	293.200304	293.199944	293.201104	0.000359419174	0	0	0	0	0	3
29	37	0	0.451491288	293.200457	293.200309	293.199944	293.201104	0.000364719154	0	0	0	0	0	3
30	38	0	0.467059953	293.200431	293.200313	293.199944	293.201104	0.00036878496	0	0	0	0	0	3
31	39	0	0.482628618	293.200413	293.200316	293.199944	293.201104	0.000371999159	0	0	0	0	0	3
32	40	0	0.498197284	293.200389	293.200318	293.199944	293.201104	0.000374279296	0	0	0	0	0	3
33	41	0	0.513765949	293.200363	293.20032	293.199944	293.201104	0.000375616619	0	0	0	0	0	3
34	42	0	0.529334614	293.200347	293.200332	293.199946	293.201104	0.000386831352	0	0	0	0	0	3
35	43	0	0.544903279	293.200352	293.200344	293.199946	293.201104	0.000398984431	0	0	0	0	0	3
36	44	0	0.560471944	293.200383	293.200357	293.199947	293.201104	0.000411711162	0	0	0	0	0	3
37	45	0	0.576040609	293.200408	293.200371	293.199948	293.201104	0.000425133741	0	0	0	0	0	3
38	46	0	0.591609274	293.200411	293.200385	293.199953	293.201104	0.000438074073	0	0	0	0	0	3
39	47	0	0.607177939	293.200403	293.200399	293.199958	293.201104	0.000450210836	0	0	0	0	0	3
40	48	0	0.622746604	293.200401	293.200413	293.199966	293.201104	0.00046153003	0	0	0	0	0	3
41	49	0	0.63831527	293.200414	293.200426	293.199977	293.201104	0.000472177112	0	0	0	0	0	3
42	50	0	0.653883935	293.200423	293.20044	293.199989	293.201104	0.000482206172	0	0	0	0	0	3
43	51	0	0.6694526	293.20041	293.200452	293.200008	293.201104	0.000490402331	0	0	0	0	0	3
44	51	0	0.685021265	293.200387	293.200464	293.200027	293.201104	0.000496476622	0	0	0	0	0	3
45	53	0	0.70058993	293.200378	293.200475	293.200049	293.201104	0.00050087678	0	0	0	0	0	3
46	53	0	0.716158595	293.200386	293.200485	293.200073	293.201104	0.000504004323	0	0	0	0	0	3
47	54	0	0.73172726	293.200396	293.200495	293.200102	293.201104	0.000505735092	0	0	0	0	0	3
48	55	0	0.747295925	293.20039	293.200503	293.200162	293.201104	0.000503634804	0	0	0	0	0	3
49	56	0	0.76286459	293.200367	293.20051	293.200239	293.201104	0.000495776191	0	0	0	0	0	3
50	57	0	0.778433256	293.20035	293.200513	293.200329	293.201104	0.00048163892	0	0	0	0	0	3
51	58	0	0.794001921	293.200349	293.200513	293.200347	293.201104	0.000461065875	0	0	0	0	0	3
52	59	0	0.809570586	293.200352	293.200511	293.200347	293.201104	0.00043618649	0	0	0	0	0	3
53	60	0	0.825139251	293.200344	293.200505	293.200344	293.201104	0.000404072187	0	0	0	0	0	3
54	60	0	0.840707916	293.200323	293.200492	293.200323	293.201104	0.000366581016	0	0	0	0	0	3
55	61	0	0.856276581	293.200309	293.200473	293.200309	293.201104	0.000326835884	0	0	0	0	0	3
56	62	0	0.871845246	293.200308	293.20045	293.200308	293.201104	0.000288628234	0	0	0	0	0	3
57	63	0	0.887413911	293.20031	293.200426	293.200308	293.201058	0.000255318404	0	0	0	0	0	3
58	64	0	0.902982576	293.200306	293.200403	293.200306	293.200859	0.000232205482	0	0	0	0	0	3
59	65	0	0.918551242	293.200294	293.200386	293.200294	293.200662	0.000218117535	0	0	0	0	0	3
60	66	0	0.934119907	293.200286	293.200375	293.200286	293.200525	0.000209929591	0	0	0	0	0	3
61	67	0	0.949688572	293.200286	293.200367	293.200286	293.200457	0.000171578798	0	0	0	0	0	3
